"","UserID","Gender","Poker_Sell","Poker_Buy","Profit_Poker","Recency_Poker","Continent"
"1733",1391330,"Male",25919.75,25632.92,286.830000000002,0,"Europe"
"1734",1391407,"Male",1886.4,1818.19,68.21,0,"Europe"
"1735",1391461,"Male",4.62,4.62,0,217,"Asia"
"1736",1391505,"Male",10,10,0,18,"Europe"
"1737",1391610,"Male",1648.58,1241.53,407.05,7,"Europe"
"1738",1391613,"Male",2,2,0,216,"Europe"
"1739",1391685,"Male",5,2.96,2.04,174,"Europe"
"1740",1391687,"Male",9841.31,6656.97,3184.34,65,"Europe"
"1741",1391690,"Male",9711.15,8102.77,1608.38,0,"Europe"
"1742",1391719,"Male",10,0,10,175,"Europe"
"1743",1391736,"Male",349.44,256.57,92.87,212,"Europe"
"1744",1391745,"Male",237.83,123.19,114.64,189,"Asia"
"1745",1391781,"Male",1856.23,1693.98,162.25,149,"Europe"
"1746",1391794,"Male",301075.68,312955.16,-11879.48,0,"Europe"
"1747",1391797,"Male",10,5.13,4.87,107,"Europe"
"1748",1392035,"Male",10,8.46,1.54,171,"Europe"
"1749",1392064,"Male",176.34,120.08,56.26,72,"Europe"
"1750",1392082,"Male",2,2,0,213,"Europe"
"1751",1392133,"Male",122.35,86.86,35.49,113,"Europe"
"1752",1392158,"Male",3611.35,701.52,2909.83,0,"Europe"
"1753",1392164,"Male",4.25,3.2,1.05,139,"Asia"
"1754",1392171,"Male",34.31,15.77,18.54,212,"Europe"
"1755",1392198,"Male",1407.81,1255.86,151.95,173,"Europe"
"1756",1392335,"Male",156.84,54.6,102.24,212,"Europe"
"1757",1392449,"Male",1862.35,1355.63,506.72,4,"Europe"
"1758",1392499,"Male",22.64,12.15,10.49,213,"Europe"
"1759",1392551,"Male",4824.73,3943.73,881,193,"Europe"
"1760",1392594,"Male",101.74,61.48,40.26,179,"Europe"
"1761",1392666,"Male",1542.89,1051.3,491.59,35,"Europe"
"1762",1392770,"Male",183.81,132.07,51.74,189,"Europe"
"1763",1392776,"Male",58.06,50.75,7.31,113,"Europe"
"1764",1392789,"Male",566.08,677.03,-110.95,0,"Europe"
"1765",1392834,"Male",28.78,29.34,-0.559999999999999,181,"Europe"
"1766",1392865,"Male",25,25,0,163,"Europe"
"1767",1392907,"Male",134.94,88.15,46.79,140,"Europe"
"1768",1392954,"Female",48.64,6.29,42.35,215,"Asia"
"1769",1393009,"Male",142.75,126.65,16.1,157,"Europe"
"1770",1393021,"Male",793.71,723.3,70.4100000000001,190,"Europe"
"1771",1393022,"Male",3005.39,2815.56,189.83,0,"Europe"
"1772",1393080,"Male",909.78,470.89,438.89,13,"Europe"
"1773",1393125,"Male",110,110,0,27,"Europe"
"1774",1393131,"Female",38.5,12.69,25.81,193,"Europe"
"1775",1393208,"Male",56415.96,63755.2,-7339.24,0,"Europe"
"1776",1393217,"Male",1260.89,929.35,331.54,14,"Europe"
"1777",1393245,"Male",1945.66,1490.22,455.44,117,"Europe"
"1778",1393261,"Male",947.76,717.19,230.57,71,"Europe"
"1779",1393310,"Male",127.88,90.17,37.71,9,"Europe"
"1780",1393384,"Male",3942.9,2344.08,1598.82,121,"Europe"
"1781",1393447,"Male",6447.99,6703.59,-255.6,0,"Europe"
"1782",1393503,"Male",0.06,0,0,0,"Europe"
"1783",1393528,"Male",91.3,10.86,80.44,0,"Europe"
"1784",1393735,"Male",43.01,11.25,31.76,216,"Europe"
"1785",1393769,"Male",700.44,410.84,289.6,0,"Europe"
"1786",1393782,"Male",77.23,54.26,22.97,115,"Europe"
"1787",1393879,"Male",508.18,390.38,117.8,0,"Europe"
"1788",1393935,"Male",3,3,0,216,"Europe"
"1789",1394083,"Male",120.12,116.95,3.17,207,"Europe"
"1790",1394113,"Male",940.54,800.41,140.13,47,"Europe"
"1791",1394115,"Male",9858.29,7136.12,2722.17,4,"Europe"
"1792",1394189,"Male",1836.21,295.33,1540.88,95,"Asia"
"1793",1394220,"Male",2776.36,2805.4,-29.04,0,"Asia"
"1794",1394221,"Male",590.9,454.05,136.85,13,"Europe"
"1795",1394232,"Male",75.42,18.14,57.28,166,"Asia"
"1796",1394287,"Male",55,55,0,110,"Europe"
"1797",1394305,"Male",11895.58,9108.76,2786.82,20,"Europe"
"1798",1394314,"Male",5,5,0,45,"Europe"
"1799",1394362,"Male",10,10,0,218,"Europe"
"1800",1394395,"Male",1422.9,208.61,1214.29,2,"Europe"
"1801",1394401,"Male",35058.69,38460.19,-3401.5,0,"Europe"
"1802",1394416,"Male",2670.02,2326.98,343.04,0,"Europe"
"1803",1394419,"Male",1546.57,631.64,914.93,73,"Europe"
"1804",1394466,"Male",33.82,16.73,17.09,183,"Europe"
"1805",1394487,"Male",68.94,52.63,16.31,217,"Europe"
"1806",1394516,"Male",2252.23,2190.42,61.8099999999999,0,"Europe"
"1807",1394519,"Male",1,1,0,128,"Europe"
"1808",1394591,"Male",708.14,529.94,178.2,104,"Europe"
"1809",1394637,"Male",20,20,0,60,"Europe"
"1810",1394690,"Male",1.1,0.1,1,48,"Europe"
"1811",1394729,"Male",1713.44,2195.82,-482.38,187,"Europe"
"1812",1394745,"Male",59.49,53.16,6.33000000000001,50,"Europe"
"1813",1394752,"Male",96.82,80.11,16.71,3,"Europe"
"1814",1394768,"Male",128.04,122.78,5.25999999999999,204,"Europe"
"1815",1394796,"Male",1230.14,1432.41,-202.27,144,"Europe"
"1816",1394806,"Male",1.97,0.01,1.96,191,"Europe"
"1817",1394838,"Male",766.68,722.34,44.3399999999999,0,"Europe"
"1818",1394841,"Male",7.95,7.95,0,0,"Europe"
"1819",1394912,"Male",801.68,706.14,95.54,31,"Europe"
"1820",1394970,"Male",782.81,481.5,301.31,217,"Europe"
"1821",1395080,"Male",20,13.95,6.05,197,"Europe"
"1822",1395099,"Male",1892.59,1863.69,28.8999999999999,10,"Europe"
"1823",1395154,"Male",1,1,0,207,"Europe"
"1824",1395196,"Male",6975.65,3675.36,3300.29,142,"Europe"
"1825",1395212,"Male",442.18,358.74,83.44,32,"Europe"
"1826",1395214,"Male",476.44,273.38,203.06,163,"Europe"
"1827",1395361,"Male",681.6,568.21,113.39,208,"Europe"
"1828",1395405,"Female",704.39,439.42,264.97,33,"Europe"
"1829",1395438,"Male",29531.99,23134.58,6397.41,3,"Europe"
"1830",1395471,"Male",1192.87,1136.37,56.5,0,"Europe"
"1831",1395524,"Male",69.56,17.57,51.99,16,"Europe"
"1832",1395556,"Female",2,2,0,45,"Europe"
"1833",1395568,"Male",13379.25,13143.64,235.610000000001,0,"Europe"
"1834",1395588,"Male",5,5,0,217,"Europe"
"1835",1395809,"Female",10.5,0.01,10.49,81,"Europe"
"1836",1395867,"Male",4891.69,4708.07,183.62,7,"Europe"
"1837",1395923,"Male",116.18,157.47,-41.29,20,"Europe"
"1838",1395970,"Male",72.7,56.06,16.64,0,"Europe"
"1839",1395988,"Male",1197.8,784.96,412.84,5,"Europe"
"1840",1396015,"Male",28.86,1.38,27.48,1,"Europe"
"1841",1396144,"Male",100,0.01,99.99,217,"Europe"
"1842",1396159,"Male",582.25,432.11,150.14,0,"Europe"
"1843",1396184,"Female",236.56,151.41,85.15,189,"Europe"
"1844",1396252,"Male",92.12,91.03,1.09,180,"Europe"
"1845",1396330,"Male",10,2.07,7.93,143,"Europe"
"1846",1396432,"Male",142.78,69.7,73.08,191,"Europe"
"1847",1396631,"Male",5759.24,6138.76,-379.52,155,"Europe"
"1848",1396734,"Male",2.99,3.48,-0.49,99,"Asia"
"1849",1396960,"Male",178.85,100.43,78.42,22,"Europe"
"1850",1396975,"Male",168.18,96.16,72.02,9,"Europe"
"1851",1397130,"Male",930.54,772.31,158.23,15,"Europe"
"1852",1397227,"Male",799.74,842.29,-42.55,0,"Europe"
"1853",1397242,"Male",68.02,78.59,-10.57,0,"Europe"
"1854",1397246,"Female",49.48,20.06,29.42,182,"Europe"
"1855",1397258,"Male",882.65,549.72,332.93,131,"Europe"
"1856",1397260,"Male",145,91.28,53.72,0,"Europe"
"1857",1397263,"Male",182.5,101.35,81.15,124,"Europe"
"1858",1397291,"Male",3407.24,3225.82,181.42,4,"Europe"
"1859",1397320,"Male",757.73,602.65,155.08,0,"Europe"
"1860",1397325,"Male",181.5,16.6,164.9,2,"Europe"
"1861",1397336,"Male",390.74,365.73,25.01,12,"Europe"
"1862",1397354,"Male",3300.43,3298.76,1.66999999999962,0,"Europe"
"1863",1397422,"Male",789,255.35,533.65,49,"Europe"
"1864",1397427,"Male",215.41,188.68,26.73,203,"Europe"
"1865",1397544,"Male",962.64,796.1,166.54,8,"Europe"
"1866",1397592,"Male",2,2,0,182,"Europe"
"1867",1397619,"Male",143.8,128.1,15.7,28,"Europe"
"1868",1397624,"Male",3840.12,3296.71,543.41,0,"Europe"
"1869",1397670,"Male",101.19,101.11,0.0799999999999983,154,"Europe"
"1870",1397691,"Male",3168.87,2522.43,646.44,3,"Europe"
"1871",1397696,"Female",4203.61,3588.39,615.22,17,"Europe"
"1872",1397714,"Male",885.65,238.16,647.49,207,"Europe"
"1873",1397759,"Male",1147.83,781.53,366.3,41,"Europe"
"1874",1397809,"Male",21.36,7.21,14.15,7,"Europe"
"1875",1398011,"Male",2944.79,1840.76,1104.03,159,"Europe"
"1876",1398012,"Male",300.67,118.29,182.38,37,"Europe"
"1877",1398087,"Male",166.71,26.62,140.09,17,"Europe"
"1878",1398112,"Male",863.05,711.84,151.21,54,"Europe"
"1879",1398133,"Male",26.88,18.08,8.8,217,"Europe"
"1880",1398141,"Male",0.25,0.25,0,193,"Europe"
"1881",1398160,"Male",1063.18,558.05,505.13,1,"Europe"
"1882",1398357,"Male",5,5,0,49,"Europe"
"1883",1398367,"Male",95.57,43.26,52.31,0,"Europe"
"1884",1398396,"Male",15.52,8.74,6.78,8,"Europe"
"1885",1398400,"Male",794.36,484.53,309.83,169,"Europe"
"1886",1398418,"Male",10,5,5,132,"Europe"
"1887",1398476,"Male",10,10,0,217,"Europe"
"1888",1398487,"Male",256.31,194.18,62.13,59,"Europe"
"1889",1398498,"Male",6287.69,5299.68,988.009999999999,25,"Europe"
"1890",1398537,"Male",297722.35,305222.39,-7500.04000000004,31,"Europe"
"1891",1398551,"Male",2593.48,2308.48,285,9,"Europe"
"1892",1398638,"Male",61.29,8.13,53.16,216,"Europe"
"1893",1398676,"Male",335.94,199.92,136.02,24,"Europe"
"1894",1398687,"Male",3335.34,2005.44,1329.9,0,"Europe"
"1895",1398690,"Male",5647.06,4836.07,810.990000000001,2,"Europe"
"1896",1398708,"Male",6978.9,6666.72,312.179999999999,32,"Europe"
"1897",1398746,"Male",90.07,111.14,-21.07,1,"Asia"
"1898",1398767,"Male",5.5,3.73,1.77,216,"Europe"
"1899",1398830,"Male",296.96,183.77,113.19,13,"Europe"
"1900",1398844,"Male",3034.2,1171.35,1862.85,0,"Europe"
"1901",1398923,"Male",88.82,40.84,47.98,214,"Europe"
"1902",1398930,"Male",1.34,1.34,0,216,"Europe"
"1903",1399065,"Male",620.54,544.72,75.8199999999999,185,"Europe"
"1904",1399117,"Male",5,5,0,99,"Europe"
"1905",1399137,"Male",642.72,671.38,-28.66,93,"Europe"
"1906",1399144,"Male",318.38,181.85,136.53,49,"Europe"
"1907",1399233,"Male",41.18,8.18,33,93,"Europe"
"1908",1399478,"Male",6309.58,3825.12,2484.46,19,"Europe"
"1909",1399560,"Male",22,0.45,21.55,8,"Europe"
"1910",1399572,"Male",276,68.78,207.22,197,"Europe"
"1911",1399625,"Female",7686.61,7018.78,667.83,0,"Europe"
"1912",1399637,"Male",30,30,0,0,"Europe"
"1913",1399652,"Male",2404.26,752.23,1652.03,100,"Europe"
"1914",1399697,"Male",2.86,2.86,0,154,"Asia"
"1915",1399767,"Male",24.35,24.35,0,186,"Europe"
"1916",1399778,"Male",103.75,139.57,-35.82,8,"Europe"
"1917",1399781,"Male",2002.59,1509.25,493.34,0,"Europe"
"1918",1399809,"Male",246.51,193.72,52.79,13,"Europe"
"1919",1399857,"Female",120.93,89.75,31.18,207,"Europe"
"1920",1399903,"Male",28.69,27.87,0.82,118,"Asia"
"1921",1400137,"Male",230.99,218.88,12.11,28,"Europe"
"1922",1400228,"Male",165.72,178.94,-13.22,136,"Europe"
"1923",1400280,"Male",150,0.68,149.32,1,"Europe"
"1924",1400303,"Male",441.63,416.82,24.81,192,"Europe"
"1925",1400402,"Male",3044.8,2689.06,355.74,6,"Europe"
"1926",1400455,"Male",84.88,57.3,27.58,209,"Europe"
"1927",1400499,"Male",1182.19,960.6,221.59,55,"Europe"
"1928",1400513,"Male",464.45,427.65,36.8,27,"Europe"
"1929",1400569,"Male",157.49,153.81,3.68000000000001,1,"Europe"
"1930",1400619,"Male",30,30,0,29,"Europe"
"1931",1400638,"Male",245.33,218.93,26.4,143,"Europe"
"1932",1400642,"Male",2588.65,2145.9,442.75,0,"Europe"
"1933",1400678,"Male",10,10,0,214,"Europe"
"1934",1400735,"Male",8634.72,8058.03,576.69,35,"Europe"
"1935",1400737,"Male",5,5,0,213,"Europe"
"1936",1400753,"Male",5955.33,4990.2,965.13,6,"Europe"
"1937",1400787,"Male",1.54,1.54,0,215,"Asia"
"1938",1400798,"Male",1111.95,1040.19,71.76,3,"Asia"
"1939",1400831,"Male",1.3,1.3,0,184,"Europe"
"1940",1400904,"Male",983.99,655.99,328,177,"Europe"
"1941",1400935,"Male",117.9,0,0,0,"Europe"
"1942",1400942,"Male",315.53,133.26,182.27,174,"Europe"
"1943",1400986,"Male",100,6.08,93.92,8,"Europe"
"1944",1401117,"Female",212,136.7,75.3,187,"Europe"
"1945",1401121,"Male",720.12,461.46,258.66,159,"Europe"
"1946",1401215,"Male",300,299.61,0.389999999999986,181,"Europe"
"1947",1401225,"Male",830.57,537.2,293.37,0,"Europe"
"1948",1401247,"Female",383.34,239.37,143.97,148,"Europe"
"1949",1401327,"Male",247.97,77.72,170.25,166,"Europe"
"1950",1401433,"Male",13.44,21.39,-7.95,209,"Europe"
"1951",1401443,"Male",436.85,386.13,50.72,210,"Europe"
"1952",1401481,"Male",4951.89,4702.63,249.26,0,"Europe"
"1953",1401511,"Male",57.8,33.6,24.2,20,"Europe"
"1954",1401564,"Male",25,8.96,16.04,2,"Europe"
"1955",1401574,"Male",26.88,26.88,0,215,"Europe"
"1956",1401679,"Male",415.73,283.09,132.64,110,"Europe"
"1957",1401681,"Male",454.14,377.76,76.38,187,"Asia"
"1958",1401739,"Male",5.38,4.61,0.77,216,"Europe"
"1959",1401747,"Male",1059.19,523.16,536.03,0,"Europe"
"1960",1401772,"Male",271.1,254.96,16.14,138,"Europe"
"1961",1401830,"Male",485,356.32,128.68,150,"Europe"
"1962",1401898,"Male",33.82,13.74,20.08,214,"Europe"
"1963",1401916,"Male",66.4,35.46,30.94,187,"Europe"
"1964",1401918,"Male",137,33.43,103.57,181,"Europe"
"1965",1401992,"Male",55,28.93,26.07,39,"Europe"
"1966",1402062,"Male",671.45,306.29,365.16,0,"Europe"
"1967",1402111,"Male",517.61,511.63,5.98000000000002,0,"Europe"
"1968",1402118,"Male",1880.32,1654.83,225.49,5,"Europe"
"1969",1402167,"Male",1.85,1.85,0,119,"Europe"
"1970",1402198,"Male",0.01,0.01,0,65,"Europe"
